Sort By,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sort By,RPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smaller = Better?,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tier,RSC ID,Name,Team,Conference,SBV,IDR,RPV,GP,W,L,Win%,MVPs,Pts,Goals,Assists,Saves,Shots,Shot %,PPG,GPG,APG,SvPG,ShPG,Cycles,Hat Tricks,Playmakers,Saviors,DI,DT
Amateur,RSC007179,B0A._.,Aeon Ale,N/A,92.0,91.2,91.6,8,5,3,0.625,4,3187,11,7,7,17,64.71%,398.38,1.38,0.88,0.88,2.13,3,2,0,0,10,9
Amateur,RSC007464,MoonKnight2,Hyenas,N/A,82.4,89.7,86.0,39,29,10,0.744,10,14726,46,24,44,116,39.66%,377.59,1.18,0.62,1.13,2.97,10,4,0,4,12,18
Amateur,RSC007899,SeaSpay12,Surprise,N/A,82.9,76.6,79.7,34,19,15,0.559,11,13404,33,16,42,93,35.48%,394.24,0.97,0.47,1.24,2.74,4,3,0,4,39,29
Amateur,RSC008012,mushxie,Amaranth,N/A,81.5,71.5,76.5,27,17,10,0.630,8,8729,17,23,22,62,27.42%,323.30,0.63,0.85,0.81,2.30,3,0,1,2,28,15
Amateur,RSC006375,Rich-Rollin6060,Hyenas,N/A,60.0,83.6,71.8,32,27,5,0.844,10,10563,42,16,15,84,50.00%,330.09,1.31,0.50,0.47,2.63,3,5,1,0,39,19
Amateur,RSC007571,StephMoney2,Garlic Knots,N/A,68.9,71.0,70.0,40,29,11,0.725,12,13911,38,22,43,90,42.22%,347.78,0.95,0.55,1.08,2.25,11,2,0,3,29,32
Amateur,RSC007955,JonathanVanDyk,Garlic Knots,N/A,67.2,69.0,68.1,40,29,11,0.725,11,14107,39,18,49,92,42.39%,352.68,0.98,0.45,1.23,2.30,2,2,0,4,18,21
Amateur,RSC007581,Wrecklessjay02,Hyenas,N/A,62.0,72.5,67.3,40,30,10,0.750,,12678,35,25,34,90,38.89%,316.95,0.88,0.63,0.85,2.25,7,1,0,2,23,21
Amateur,RSC006256,CascaUnbroken,Aeon Ale,N/A,64.9,68.4,66.6,39,19,20,0.487,9,13324,41,15,35,96,42.71%,341.64,1.05,0.38,0.90,2.46,7,4,1,1,44,32
Amateur,RSC007621,Classy-God57,Winter Fresh,N/A,65.4,67.1,66.2,35,15,20,0.429,8,12761,36,17,33,91,39.56%,364.60,1.03,0.49,0.94,2.60,5,3,0,1,20,26
Amateur,RSC007463,xproteusx05,Surprise,N/A,57.5,68.0,62.7,31,19,12,0.613,7,9943,36,11,26,72,50.00%,320.74,1.16,0.35,0.84,2.32,3,6,0,1,19,22
Amateur,RSC007468,im_link42,Amaranth,N/A,57.0,65.5,61.2,38,22,16,0.579,6,12034,37,18,30,88,42.05%,316.68,0.97,0.47,0.79,2.32,4,2,0,1,26,30
Amateur,RSC007852,Medicmac121,"Aloof Goofs
Aeon Ale",N/A,58.8,62.2,60.5,6,2,4,0.333,1,1513,3,4,4,10,30.00%,252.17,0.50,0.67,0.67,1.67,1,0,0,0,3,5
Amateur,RSC007808,Navybrat44,Amaranth,N/A,57.4,63.1,60.3,26,14,12,0.538,7,8682,21,10,32,64,32.81%,333.92,0.81,0.38,1.23,2.46,5,1,0,2,19,18
Amateur,RSC007306,SAMCRO-8640,Aloof Goofs,N/A,47.3,68.4,57.8,8,5,3,0.625,2,2668,13,2,4,16,81.25%,333.50,1.63,0.25,0.50,2.00,1,2,0,0,2,5
Amateur,RSC007220,maxf,Garlic Knots,N/A,54.4,60.7,57.6,34,26,8,0.765,6,9571,27,21,34,57,47.37%,281.50,0.79,0.62,1.00,1.68,8,0,2,1,11,26
Amateur,RSC007216,ASAPxLEG,Aeon Ale,N/A,55.8,55.2,55.5,32,16,16,0.500,4,9414,24,17,31,53,45.28%,294.19,0.75,0.53,0.97,1.66,3,3,0,2,15,23
Amateur,RSC006797,The-Manimal,Aloof Goofs,N/A,47.7,56.9,52.3,29,8,21,0.276,3,8297,17,11,24,73,23.29%,286.10,0.59,0.38,0.83,2.52,3,0,0,1,6,26
Amateur,RSC005925,Emily26210,Kiwis,N/A,51.1,48.1,49.6,35,8,27,0.229,3,11158,28,12,42,85,32.94%,318.80,0.80,0.34,1.20,2.43,4,2,0,8,38,30
Amateur,RSC007875,Flying__ferret,Winter Fresh,N/A,42.6,46.3,44.4,35,15,20,0.429,4,9533,23,18,31,65,35.38%,272.37,0.66,0.51,0.89,1.86,1,2,0,2,17,27
Amateur,RSC007921,sXCyBeast,Surprise,N/A,43.1,44.6,43.9,24,10,14,0.417,0,5496,10,15,13,36,27.78%,229.00,0.42,0.63,0.54,1.50,2,0,1,0,14,17
Amateur,RSC007948,MasterOfDaTurtle,"Kiwis
Amaranth",N/A,38.3,43.3,40.8,14,3,11,0.214,1,3606,9,6,5,28,32.14%,257.57,0.64,0.43,0.36,2.00,2,1,0,0,6,12
Amateur,RSC006137,FULLBL00DN8V,Winter Fresh,N/A,35.3,45.1,40.2,35,15,20,0.429,3,8701,26,17,23,63,41.27%,248.60,0.74,0.49,0.66,1.80,3,2,2,0,16,27
Amateur,RSC004190,demonikgoat4061,Aloof Goofs,N/A,35.8,42.1,39.0,37,11,26,0.297,5,9932,22,13,32,63,34.92%,268.43,0.59,0.35,0.86,1.70,3,1,0,2,50,20
Amateur,RSC000654,Rocci,"Aeon Ale
Amaranth",N/A,37.2,39.0,38.1,22,11,11,0.500,1,5318,10,9,22,30,33.33%,241.73,0.45,0.41,1.00,1.36,1,1,0,2,27,17
Amateur,RSC007161,MrAnderpants,Aloof Goofs,N/A,35.0,40.4,37.7,38,10,28,0.263,2,10248,21,9,30,78,26.92%,269.68,0.55,0.24,0.79,2.05,3,0,1,2,43,26
Amateur,RSC006147,Stolris,Hyenas,N/A,22.4,45.8,34.1,3,1,2,0.333,0,594,2,1,1,7,28.57%,198.00,0.67,0.33,0.33,2.33,0,0,0,0,3,2
Amateur,RSC007632,yournewSTEPDADDI,Kiwis,N/A,27.6,27.5,27.5,32,8,24,0.250,4,8592,17,9,29,51,33.33%,268.50,0.53,0.28,0.91,1.59,1,0,0,3,24,17
Amateur,RSC007573,zag_42,Amaranth,N/A,20.5,34.2,27.4,26,12,14,0.462,1,5625,15,8,15,35,42.86%,216.35,0.58,0.31,0.58,1.35,2,0,0,0,6,14
Amateur,RSC000146,EtherealDoom989,Surprise,N/A,13.5,28.5,21.0,25,12,13,0.480,2,4770,12,6,6,35,34.29%,190.80,0.48,0.24,0.24,1.40,0,1,0,0,9,17
Amateur,RSC006022,N0MrThomasMn,"Aloof Goofs
Surprise",N/A,24.9,11.6,18.3,4,0,4,0.000,0,932,3,1,2,5,60.00%,233.00,0.75,0.25,0.50,1.25,0,0,0,0,6,4
Amateur,RSC007993,Origami Box,Aeon Ale,N/A,10.7,22.0,16.3,14,5,9,0.357,0,2681,6,3,11,18,33.33%,191.50,0.43,0.21,0.79,1.29,0,0,0,1,6,5
Amateur,RSC007393,Ubfghki9442,Garlic Knots,N/A,2.3,26.9,14.6,6,3,3,0.500,0,949,3,2,1,6,50.00%,158.17,0.50,0.33,0.17,1.00,0,0,0,0,1,9
Amateur,RSC007678,SavedHawk,Kiwis,N/A,10.1,9.9,10.0,28,5,23,0.179,0,4966,6,10,20,27,22.22%,177.36,0.21,0.36,0.71,0.96,0,0,0,0,15,19
Amateur,RSC000968,Tsg_raven5336,Hyenas,N/A,-9.3,3.3,-3.0,6,3,3,0.500,0,960,0,0,5,4,0.00%,160.00,,,0.83,0.67,0,0,0,0,3,3
Amateur,RSC007587,ShortyoShire,"Aloof Goofs
Surprise",N/A,-15.3,-18.9,-17.1,8,2,6,0.250,0,1037,1,0,5,6,16.67%,129.63,0.13,,0.63,0.75,0,0,0,0,2,6
Challenger,RSC007647,I'm Pale,Cassowaries,Solar,80.8,101.4,91.1,40,30,10,0.750,11,17161,43,40,56,128,33.59%,429.03,1.08,1.00,1.40,3.20,12,5,3,7,33,37
Challenger,RSC006355,Heartlesswins,Lilac,Lunar,77.8,102.9,90.3,34,22,12,0.647,9,13868,43,28,39,113,38.05%,407.88,1.26,0.82,1.15,3.32,9,5,2,4,27,38
Challenger,RSC004997,evelynnx,Deceased,Solar,76.1,97.6,86.8,21,15,6,0.714,3,8410,23,17,25,73,31.51%,400.48,1.10,0.81,1.19,3.48,9,2,0,2,31,13
Challenger,RSC006769,baltostorm,Decuriones,Lunar,81.0,91.4,86.2,14,10,4,0.714,7,5672,16,9,18,45,35.56%,405.14,1.14,0.64,1.29,3.21,6,1,1,2,16,10
Challenger,RSC005696,Jack.flv,Void,Solar,82.8,87.7,85.3,2,1,1,0.500,1,660,2,1,1,6,33.33%,330.00,1.00,0.50,0.50,3.00,0,0,0,0,1,0
Challenger,RSC006976,Slendda,Meat Lovers,Lunar,78.0,90.9,84.5,40,30,10,0.750,15,16173,53,24,42,118,44.92%,404.33,1.33,0.60,1.05,2.95,10,4,0,5,32,31
Challenger,RSC007093,Mangy,Meat Lovers,Lunar,74.6,82.3,78.4,36,28,8,0.778,10,13688,31,31,48,105,29.52%,380.22,0.86,0.86,1.33,2.92,5,1,3,6,38,28
Challenger,RSC007961,Skrilpp,Lions,Lunar,72.8,80.8,76.8,4,3,1,0.750,1,1410,2,3,6,14,14.29%,352.50,0.50,0.75,1.50,3.50,1,0,1,1,2,3
Challenger,RSC002412,Rosefanatic3615,Solstice Sake,Solar,74.8,78.5,76.7,28,19,9,0.679,9,10544,27,20,33,81,33.33%,376.57,0.96,0.71,1.18,2.89,4,3,1,4,18,25
Challenger,RSC004679,master_ibk810,Squalls,Solar,70.9,80.8,75.9,31,21,10,0.677,8,10827,36,12,23,94,38.30%,349.26,1.16,0.39,0.74,3.03,5,4,0,1,26,31
Challenger,RSC006017,Dondo RF,Ryujin,Solar,72.8,78.7,75.8,39,28,11,0.718,11,13554,38,21,42,110,34.55%,347.54,0.97,0.54,1.08,2.82,7,6,0,2,32,29
Challenger,RSC005059,Jacobim Mugatu,Lilac,Lunar,66.0,82.0,74.0,34,24,10,0.706,8,13118,30,27,51,91,32.97%,385.82,0.88,0.79,1.50,2.68,4,2,2,6,41,29
Challenger,RSC007890,Ghost-Bacon,Void,Solar,70.3,76.3,73.3,15,10,5,0.667,4,5005,12,10,13,48,25.00%,333.67,0.80,0.67,0.87,3.20,3,1,1,1,4,12
Challenger,RSC004890,kamikaze7200,Lilac,Lunar,64.5,81.8,73.2,36,23,13,0.639,7,13303,35,27,37,103,33.98%,369.53,0.97,0.75,1.03,2.86,8,2,0,2,43,38
Challenger,RSC006928,Thunderbolt,Havarti Hustlers,Lunar,72.1,73.2,72.7,32,18,14,0.563,6,11689,24,23,43,107,22.43%,365.28,0.75,0.72,1.34,3.34,7,1,1,5,28,29
Challenger,RSC007870,King_OaF,Metal,Solar,77.4,67.8,72.6,21,12,9,0.571,4,7865,20,12,23,57,35.09%,374.52,0.95,0.57,1.10,2.71,5,3,0,3,18,20
Challenger,RSC005265,doctorprofessor_,Decuriones,Lunar,71.8,71.7,71.7,39,25,14,0.641,8,13831,31,24,40,111,27.93%,354.64,0.79,0.62,1.03,2.85,8,1,0,6,34,38
Challenger,RSC002841,dyl,Cassowaries,Solar,61.3,77.6,69.5,39,30,9,0.769,14,15782,38,30,64,99,38.38%,404.67,0.97,0.77,1.64,2.54,8,4,2,8,42,29
Challenger,RSC007626,ACDye2,Squalls,Solar,68.2,69.5,68.9,34,20,14,0.588,10,12223,24,21,46,96,25.00%,359.50,0.71,0.62,1.35,2.82,7,1,1,3,27,31
Challenger,RSC006322,Lorak,Deceased,Solar,60.0,75.3,67.7,33,21,12,0.636,8,12029,30,22,47,92,32.61%,364.52,0.91,0.67,1.42,2.79,8,4,1,4,39,34
Challenger,RSC004901,Dofri9976,Lilac,Lunar,64.4,70.5,67.4,16,9,7,0.563,2,6288,14,12,27,46,30.43%,393.00,0.88,0.75,1.69,2.88,4,0,1,4,10,19
Challenger,RSC008000,ChefHoffy,Ryujin,Solar,65.5,69.2,67.3,40,28,12,0.700,9,13395,32,23,43,103,31.07%,334.88,0.80,0.58,1.08,2.58,10,1,0,1,38,41
Challenger,RSC005150,Galatiq,Lions,Lunar,63.6,70.8,67.2,37,18,19,0.486,4,12872,26,34,47,96,27.08%,347.89,0.70,0.92,1.27,2.59,10,0,3,5,31,33
Challenger,RSC003193,ShiftDrink,"Mugged
Lions
Meat Lovers",Lunar,55.0,79.3,67.1,6,2,4,0.333,0,2084,8,3,3,19,42.11%,347.33,1.33,0.50,0.50,3.17,2,1,0,0,8,5
Challenger,RSC001995,Tvveedle,"Mugged
Decuriones",Lunar,75.6,58.0,66.8,8,5,3,0.625,2,2581,7,3,7,22,31.82%,322.63,0.88,0.38,0.88,2.75,2,0,0,0,5,3
Challenger,RSC007960,Kayo,Warbirds,Lunar,62.5,69.9,66.2,36,21,15,0.583,8,13824,37,18,54,105,35.24%,384.00,1.03,0.50,1.50,2.92,6,5,0,8,25,31
Challenger,RSC006240,Canadian Gamer,Meat Lovers,Lunar,59.9,71.4,65.6,32,23,9,0.719,5,11151,27,26,41,77,35.06%,348.47,0.84,0.81,1.28,2.41,5,1,0,5,27,24
Challenger,RSC007256,Dark Odst RW7,Deceased,Solar,56.7,74.5,65.6,35,21,14,0.600,7,13163,35,19,45,109,32.11%,376.09,1.00,0.54,1.29,3.11,6,3,1,8,70,34
Challenger,RSC004618,Squirrel,Mugged,Lunar,59.4,69.5,64.4,11,6,5,0.545,4,4855,10,6,22,23,43.48%,441.36,0.91,0.55,2.00,2.09,2,1,0,4,9,12
Challenger,RSC003450,ChronoElevated,Mugged,Lunar,56.2,72.1,64.2,22,13,9,0.591,3,7686,20,18,27,61,32.79%,349.36,0.91,0.82,1.23,2.77,4,0,3,3,28,19
Challenger,RSC006072,AveX InceptionZ,Ryujin,Solar,60.0,66.4,63.2,28,21,7,0.750,5,9243,20,17,36,64,31.25%,330.11,0.71,0.61,1.29,2.29,3,1,0,4,31,25
Challenger,RSC007294,CF0UR_,Havarti Hustlers,Lunar,59.2,65.7,62.5,36,20,16,0.556,13,13519,38,18,41,92,41.30%,375.53,1.06,0.50,1.14,2.56,7,4,0,3,22,23
Challenger,RSC004059,turboalpaca,Decuriones,Lunar,60.4,63.2,61.8,29,16,13,0.552,6,9627,21,21,33,68,30.88%,331.97,0.72,0.72,1.14,2.34,6,1,2,3,45,23
Challenger,RSC007307,Jmh187-,Chromatic Chaos,Solar,64.5,59.0,61.7,28,10,18,0.357,6,11057,26,15,55,65,40.00%,394.89,0.93,0.54,1.96,2.32,8,2,0,9,27,27
Challenger,RSC004028,parker on 3 legs,Solstice Sake,Solar,64.6,57.6,61.1,25,15,10,0.600,6,9537,17,17,40,62,27.42%,381.48,0.68,0.68,1.60,2.48,4,0,1,4,40,27
Challenger,RSC001066,risu,Trippy Hippies,Lunar,57.1,62.5,59.8,31,16,15,0.516,5,10327,28,19,31,85,32.94%,333.13,0.90,0.61,1.00,2.74,2,1,1,3,30,27
Challenger,RSC007313,xNunYaBidn3ss,Zombies,Lunar,63.0,56.5,59.7,21,12,9,0.571,5,7328,15,11,32,50,30.00%,348.95,0.71,0.52,1.52,2.38,4,0,1,4,22,14
Challenger,RSC007934,Chicknn.,Chromatic Chaos,Solar,55.5,63.2,59.4,26,10,16,0.385,2,9228,21,20,31,69,30.43%,354.92,0.81,0.77,1.19,2.65,5,0,1,1,25,21
Challenger,RSC006067,ShinxX403,Panda Bears,Lunar,49.4,67.9,58.6,24,12,12,0.500,7,8642,23,10,31,79,29.11%,360.08,0.96,0.42,1.29,3.29,2,3,0,3,18,26
Challenger,RSC004763,Rmuru-,Warbirds,Lunar,55.2,61.9,58.6,40,21,19,0.525,9,14309,28,28,61,116,24.14%,357.73,0.70,0.70,1.53,2.90,9,1,0,7,24,38
Challenger,RSC006747,Panda,Toucans,Solar,58.9,57.5,58.2,35,19,16,0.543,6,10723,25,23,32,84,29.76%,306.37,0.71,0.66,0.91,2.40,6,1,1,3,60,32
Challenger,RSC004681,Speciial_Eddy,Jock O Lanterns,Solar,50.0,65.7,57.9,15,7,8,0.467,2,5547,11,8,26,46,23.91%,369.80,0.73,0.53,1.73,3.07,2,0,0,4,5,17
Challenger,RSC006883,Kit,Trippy Hippies,Lunar,60.5,55.2,57.8,13,5,8,0.385,3,4689,11,5,22,28,39.29%,360.69,0.85,0.38,1.69,2.15,4,0,0,3,19,14
Challenger,RSC004614,Ex ample,Pharaohs,Lunar,57.5,57.8,57.6,31,15,16,0.484,7,11452,23,19,52,72,31.94%,369.42,0.74,0.61,1.68,2.32,4,0,2,8,30,15
Challenger,RSC006299,dr_zachattack,Trippy Hippies,Lunar,60.5,54.0,57.3,32,16,16,0.500,7,11585,23,17,44,75,30.67%,362.03,0.72,0.53,1.38,2.34,7,1,1,5,29,27
Challenger,RSC006092,Mickstery,Void,Solar,53.1,61.1,57.1,23,14,9,0.609,5,7852,20,17,28,52,38.46%,341.39,0.87,0.74,1.22,2.26,5,1,2,3,18,26
Challenger,RSC003109,Kflip11,Cassowaries,Solar,44.8,69.3,57.0,39,29,10,0.744,5,13070,40,21,40,116,34.48%,335.13,1.03,0.54,1.03,2.97,7,3,0,3,17,51
Challenger,RSC006159,Peter Potamus,Lions,Lunar,54.1,59.3,56.7,28,13,15,0.464,5,9294,30,9,27,81,37.04%,331.93,1.07,0.32,0.96,2.89,2,2,0,1,27,23
Challenger,RSC007939,bryan_rown_,Metal,Solar,55.2,57.3,56.2,29,14,15,0.483,7,9985,27,18,36,64,42.19%,344.31,0.93,0.62,1.24,2.21,10,2,0,3,45,37
Challenger,RSC006535,Westandalone0,Deceased,Solar,50.5,61.5,56.0,31,18,13,0.581,7,9762,20,22,27,95,21.05%,314.90,0.65,0.71,0.87,3.06,4,1,1,2,22,24
Challenger,RSC007824,Akki404,Bingo,Lunar,58.1,53.8,56.0,39,14,25,0.359,5,15066,30,25,60,78,38.46%,386.31,0.77,0.64,1.54,2.00,5,2,0,8,63,34
Challenger,RSC005526,Vortex3524,Zombies,Lunar,56.6,53.7,55.1,34,15,19,0.441,6,11998,31,12,44,81,38.27%,352.88,0.91,0.35,1.29,2.38,5,2,0,3,16,29
Challenger,RSC004333,Penguin,Mugged,Lunar,52.7,57.5,55.1,37,18,19,0.486,8,13619,31,19,51,92,33.70%,368.08,0.84,0.51,1.38,2.49,2,5,1,8,28,36
Challenger,RSC000426,struttrl,Void,Solar,52.1,57.4,54.7,40,25,15,0.625,9,13489,34,23,42,91,37.36%,337.23,0.85,0.58,1.05,2.28,4,3,2,4,33,40
Challenger,RSC003424,Fryder,Metal,Solar,59.5,49.9,54.7,29,12,17,0.414,3,10084,21,16,40,70,30.00%,347.72,0.72,0.55,1.38,2.41,6,0,0,5,10,32
Challenger,RSC007291,brdtrd999,"Hydras
Cassowaries",Solar,42.4,65.5,54.0,30,18,12,0.600,4,10579,28,14,37,89,31.46%,352.63,0.93,0.47,1.23,2.97,6,2,0,3,37,20
Challenger,RSC007613,Squatch70,Panda Bears,Lunar,48.8,58.6,53.7,35,19,16,0.543,5,12544,21,23,53,90,23.33%,358.40,0.60,0.66,1.51,2.57,6,1,2,6,36,44
Challenger,RSC007590,DonkeyPancakes2,Lions,Lunar,49.3,58.0,53.6,40,19,21,0.475,8,12810,34,21,41,106,32.08%,320.25,0.85,0.53,1.03,2.65,12,1,0,3,33,18
Challenger,RSC003387,Redline,Havarti Hustlers,Lunar,47.6,59.3,53.5,25,16,9,0.640,1,7911,17,17,29,67,25.37%,316.44,0.68,0.68,1.16,2.68,5,0,1,2,6,22
Challenger,RSC006353,Novarchite,"Chromatic Chaos
Apple Associates",Lunar,45.2,61.7,53.5,6,4,2,0.667,1,1748,2,6,6,18,11.11%,291.33,0.33,1.00,1.00,3.00,0,0,0,0,7,4
Challenger,RSC006923,LostZealous,Zombies,Lunar,54.3,52.5,53.4,40,19,21,0.475,8,13565,33,17,55,90,36.67%,339.13,0.83,0.43,1.38,2.25,8,3,0,6,18,42
Challenger,RSC008009,Daddy Driz,Toucans,Solar,58.8,47.0,52.9,31,16,15,0.516,10,10261,24,10,28,70,34.29%,331.00,0.77,0.32,0.90,2.26,4,3,0,2,43,31
Challenger,RSC007001,tankersrul,Squalls,Solar,50.7,54.0,52.4,32,17,15,0.531,4,10471,20,17,40,74,27.03%,327.22,0.63,0.53,1.25,2.31,5,1,0,5,25,41
Challenger,RSC005859,LedTasso,Jock O Lanterns,Solar,47.6,56.9,52.3,34,13,21,0.382,7,11586,33,17,36,85,38.82%,340.76,0.97,0.50,1.06,2.50,2,3,1,3,40,37
Challenger,RSC002427,Free.,Ryujin,Solar,49.9,53.5,51.7,13,7,6,0.538,3,3874,12,5,11,33,36.36%,298.00,0.92,0.38,0.85,2.54,3,1,0,1,8,12
Challenger,RSC006777,AlteredSp4rky,Toucans,Solar,59.1,43.5,51.3,21,10,11,0.476,1,6350,11,14,23,44,25.00%,302.38,0.52,0.67,1.10,2.10,5,0,0,2,25,12
Challenger,RSC006244,Whiite Bear,Panda Bears,Lunar,48.9,53.1,51.0,22,8,14,0.364,5,8116,20,7,32,54,37.04%,368.91,0.91,0.32,1.45,2.45,2,1,0,2,24,26
Challenger,RSC006659,Zalama,Solstice Sake,Solar,43.2,58.6,50.9,27,15,12,0.556,3,8701,28,11,22,68,41.18%,322.26,1.04,0.41,0.81,2.52,2,1,0,2,20,27
Challenger,RSC007589,LilBoneSamaTTV,Hydras,Solar,48.6,52.4,50.5,39,20,19,0.513,9,14499,30,17,66,89,33.71%,371.77,0.77,0.44,1.69,2.28,5,1,0,9,44,28
Challenger,RSC002877,robophant,Hydras,Solar,48.6,50.8,49.7,40,20,20,0.500,7,14142,24,20,61,105,22.86%,353.55,0.60,0.50,1.53,2.63,7,1,1,8,27,43
Challenger,RSC007197,xMaster P,Mugged,Lunar,43.9,50.7,47.3,31,19,12,0.613,4,10448,22,19,41,64,34.38%,337.03,0.71,0.61,1.32,2.06,5,2,0,5,23,28
Challenger,RSC007911,Redhood913011,Lions,Lunar,39.8,53.0,46.4,7,2,5,0.286,1,2137,5,5,7,15,33.33%,305.29,0.71,0.71,1.00,2.14,3,0,0,0,3,3
Challenger,RSC003978,thenio,Quarter,Solar,45.8,46.1,45.9,24,6,18,0.250,4,8076,23,8,28,56,41.07%,336.50,0.96,0.33,1.17,2.33,4,3,0,3,52,23
Challenger,RSC000967,tr1ppn,Bingo,Lunar,42.9,48.9,45.9,38,15,23,0.395,8,12379,30,17,44,97,30.93%,325.76,0.79,0.45,1.16,2.55,4,3,0,6,30,35
Challenger,RSC000357,Primed,Decuriones,Lunar,44.3,47.1,45.7,34,22,12,0.647,3,9682,21,15,31,83,25.30%,284.76,0.62,0.44,0.91,2.44,2,1,2,4,22,31
Challenger,RSC007848,Ninji <3,Squalls,Solar,40.4,50.5,45.4,23,14,9,0.609,2,6857,13,15,24,54,24.07%,298.13,0.57,0.65,1.04,2.35,3,1,0,2,26,26
Challenger,RSC007549,Whiffy_RL,Apple Associates,Lunar,43.5,46.3,44.9,36,12,24,0.333,4,12080,26,15,49,77,33.77%,335.56,0.72,0.42,1.36,2.14,4,2,0,5,44,43
Challenger,RSC006643,Napkhan,Void,Solar,43.7,44.8,44.3,40,25,15,0.625,6,12853,33,10,51,103,32.04%,321.33,0.83,0.25,1.28,2.58,3,3,0,6,42,42
Challenger,RSC006908,OvrSizedFrog,Toucans,Solar,40.0,47.7,43.9,21,12,9,0.571,2,6415,20,6,21,46,43.48%,305.48,0.95,0.29,1.00,2.19,3,2,0,2,12,19
Challenger,RSC000025,Slayerof666,Apple Associates,Lunar,44.2,43.3,43.7,36,10,26,0.278,5,11389,25,11,49,94,26.60%,316.36,0.69,0.31,1.36,2.61,3,4,0,4,32,39
Challenger,RSC004844,Calicat01,Threshers,Solar,44.8,42.3,43.6,38,13,25,0.342,7,12599,23,17,54,92,25.00%,331.55,0.61,0.45,1.42,2.42,6,1,0,8,7,46
Challenger,RSC002128,Velo,Jock O Lanterns,Solar,43.7,42.9,43.3,40,16,24,0.400,6,12890,22,23,48,98,22.45%,322.25,0.55,0.58,1.20,2.45,5,1,2,8,64,41
Challenger,RSC007065,Rampage,Havarti Hustlers,Lunar,40.1,45.5,42.8,15,6,9,0.400,0,4716,10,8,15,40,25.00%,314.40,0.67,0.53,1.00,2.67,4,0,0,0,6,10
Challenger,RSC004073,BusterChugs,Spearmint,Solar,46.0,35.8,40.9,36,12,24,0.333,3,11432,26,18,38,68,38.24%,317.56,0.72,0.50,1.06,1.89,2,2,0,3,16,25
Challenger,RSC000938,Nukem_IV,"Spearmint
Mugged
Solstice Sake
Shade",Lunar,45.6,35.9,40.8,35,12,23,0.343,1,10514,23,9,34,94,24.47%,300.40,0.66,0.26,0.97,2.69,0,1,0,2,24,25
Challenger,RSC000347,Chris.,Zombies,Lunar,34.4,46.6,40.5,15,8,7,0.533,0,3688,10,9,5,30,33.33%,245.87,0.67,0.60,0.33,2.00,0,1,0,0,11,18
Challenger,RSC002897,VickyViksta,Panda Bears,Lunar,34.6,45.1,39.8,35,18,17,0.514,2,11891,21,14,56,89,23.60%,339.74,0.60,0.40,1.60,2.54,4,0,0,8,27,39
Challenger,RSC007546,N0TTopmarx,Metal,Solar,39.8,39.6,39.7,29,13,16,0.448,3,9284,20,12,29,70,28.57%,320.14,0.69,0.41,1.00,2.41,4,1,0,3,49,28
Challenger,RSC001933,Ducky,Spearmint,Solar,46.1,32.3,39.2,22,6,16,0.273,5,7277,17,7,29,46,36.96%,330.77,0.77,0.32,1.32,2.09,4,0,0,4,9,20
Challenger,RSC007406,junior1000gsxr,"Mugged
Quarter",Solar,41.4,36.3,38.9,16,5,11,0.313,3,5369,11,10,23,29,37.93%,335.56,0.69,0.63,1.44,1.81,5,0,0,1,41,17
Challenger,RSC006583,DaScrappyDoo15,Solstice Sake,Solar,38.1,39.5,38.8,8,5,3,0.625,1,2609,7,2,10,13,53.85%,326.13,0.88,0.25,1.25,1.63,1,0,0,2,3,7
Challenger,RSC005663,Pure_Pusher,Chromatic Chaos,Solar,33.7,43.4,38.6,25,12,13,0.480,5,7840,23,9,26,58,39.66%,313.60,0.92,0.36,1.04,2.32,3,3,0,1,34,19
Challenger,RSC006346,MobBossCitrus,Jock O Lanterns,Solar,41.1,35.3,38.2,31,12,19,0.387,1,9133,20,14,33,73,27.40%,294.61,0.65,0.45,1.06,2.35,3,0,0,3,16,33
Challenger,RSC004817,crybound,Chromatic Chaos,Solar,32.9,42.9,37.9,27,12,15,0.444,1,8276,19,15,27,63,30.16%,306.52,0.70,0.56,1.00,2.33,5,0,0,3,20,23
Challenger,RSC007604,RiisenJT,Threshers,Solar,37.9,37.2,37.5,37,11,26,0.297,3,11517,23,17,41,82,28.05%,311.27,0.62,0.46,1.11,2.22,2,1,2,3,35,32
Challenger,RSC000663,DrProfessorNoah,Apple Associates,Lunar,33.8,37.1,35.5,38,13,25,0.342,4,11059,17,20,45,86,19.77%,291.03,0.45,0.53,1.18,2.26,6,1,1,3,32,39
Challenger,RSC003331,Frostii,Spearmint,Solar,42.0,28.2,35.1,26,8,18,0.308,3,7684,16,10,26,57,28.07%,295.54,0.62,0.38,1.00,2.19,0,1,1,2,19,25
Challenger,RSC007969,EcHo.rll,"Shade
Quarter",Lunar,38.1,31.7,34.9,14,5,9,0.357,1,4173,7,7,17,26,26.92%,298.07,0.50,0.50,1.21,1.86,1,0,0,3,2,6
Challenger,RSC003912,ItsJustSticky.,Pharaohs,Lunar,36.8,30.8,33.8,28,13,15,0.464,6,9681,13,15,49,46,28.26%,345.75,0.46,0.54,1.75,1.64,4,0,0,6,27,30
