Sort By,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sort By,RPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smaller = Better?,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tier,RSC ID,Name,Team,Conference,SBV,IDR,RPV,GP,W,L,Win%,MVPs,Pts,Goals,Assists,Saves,Shots,Shot %,PPG,GPG,APG,SvPG,ShPG,Cycles,Hat Tricks,Playmakers,Saviors,DI,DT
Veteran,RSC004313,Causing .,"Dog Fighters
Mellow Fellows
Kirin",Lunar,88.6,101.5,95.0,12,7,5,0.583,6,5539,19,7,17,43,44.19%,461.58,1.58,0.58,1.42,3.58,4,2,0,2,20,9
Veteran,RSC004662,D_MATT_,Penguins,Solar,94.1,91.1,92.6,36,22,14,0.611,14,15157,45,19,43,123,36.59%,421.03,1.25,0.53,1.19,3.42,10,7,0,3,22,38
Veteran,RSC006860,RyAndGav,Water,Solar,86.6,92.4,89.5,13,8,5,0.615,2,5481,15,12,18,28,53.57%,421.62,1.15,0.92,1.38,2.15,5,2,1,2,15,16
Veteran,RSC002906,PackRL,Legati,Lunar,78.8,94.6,86.7,22,15,7,0.682,9,10326,27,13,49,75,36.00%,469.36,1.23,0.59,2.23,3.41,6,3,0,8,21,28
Veteran,RSC007143,OmniMurders,"Banshees
Peppermint",Lunar,66.4,99.3,82.9,4,4,0,1.000,1,1688,2,6,9,13,15.38%,422.00,0.50,1.50,2.25,3.25,2,0,0,2,6,2
Veteran,RSC006945,nuummite,Paradox Paloma,Solar,73.3,90.5,81.9,40,26,14,0.650,13,16521,47,29,43,144,32.64%,413.03,1.18,0.73,1.08,3.60,7,8,1,6,12,40
Veteran,RSC004872,JustLaben,Cannoli,Lunar,71.2,91.6,81.4,39,22,17,0.564,12,16627,48,26,61,127,37.80%,426.33,1.23,0.67,1.56,3.26,8,7,1,8,38,38
Veteran,RSC007811,Gray,Gorillas,Solar,76.8,84.9,80.8,40,24,16,0.600,11,17187,52,19,57,141,36.88%,429.68,1.30,0.48,1.43,3.53,12,7,0,9,38,36
Veteran,RSC007341,Squashy,Rockin Revenants,Solar,72.5,79.8,76.2,36,18,18,0.500,5,13912,31,32,48,114,27.19%,386.44,0.86,0.89,1.33,3.17,10,3,3,4,33,31
Veteran,RSC000923,Stemantics,Legati,Lunar,66.4,83.8,75.1,36,22,14,0.611,7,14956,41,25,50,120,34.17%,415.44,1.14,0.69,1.39,3.33,8,5,1,4,52,36
Veteran,RSC006417,TangentOgive,Cannoli,Lunar,66.8,82.6,74.7,40,22,18,0.550,6,15356,34,33,47,143,23.78%,383.90,0.85,0.83,1.18,3.58,8,2,1,3,31,33
Veteran,RSC005491,Jackowanou,Gorillas,Solar,69.3,79.4,74.4,40,24,16,0.600,9,16187,37,32,59,118,31.36%,404.68,0.93,0.80,1.48,2.95,12,3,0,8,16,35
Veteran,RSC004917,Nahzey,Dog Fighters,Lunar,68.3,80.2,74.3,29,17,12,0.586,9,11573,32,17,43,79,40.51%,399.07,1.10,0.59,1.48,2.72,4,5,1,8,34,29
Veteran,RSC001921,Dom,Kirin,Solar,64.6,82.3,73.4,24,11,13,0.458,5,10369,23,19,41,57,40.35%,432.04,0.96,0.79,1.71,2.38,10,1,0,5,29,33
Veteran,RSC000645,DenZ,Grizzly Bears,Lunar,66.9,79.8,73.4,30,18,12,0.600,10,12134,30,20,47,90,33.33%,404.47,1.00,0.67,1.57,3.00,10,1,1,7,15,29
Veteran,RSC002544,J.,Makos,Solar,61.3,83.5,72.4,39,22,17,0.564,7,15084,40,29,57,123,32.52%,386.77,1.03,0.74,1.46,3.15,9,3,0,6,22,28
Veteran,RSC003238,BanThisOne2,Rulers,Lunar,71.6,72.5,72.1,40,24,16,0.600,14,16999,35,27,79,99,35.35%,424.98,0.88,0.68,1.98,2.48,14,1,1,15,39,33
Veteran,RSC006378,depressed vibez,Penguins,Solar,67.8,76.2,72.0,27,18,9,0.667,6,9672,25,19,31,77,32.47%,358.22,0.93,0.70,1.15,2.85,6,1,0,2,20,22
Veteran,RSC006978,Tuhlur.,Dog Fighters,Lunar,74.0,68.1,71.0,16,9,7,0.563,3,5756,15,8,16,66,22.73%,359.75,0.94,0.50,1.00,4.13,5,0,0,1,21,18
Veteran,RSC005734,Bas Radala,"Possessed
Slots",Lunar,67.0,73.9,70.4,24,11,13,0.458,5,9753,26,15,32,76,34.21%,406.38,1.08,0.63,1.33,3.17,9,1,1,2,18,29
Veteran,RSC007846,Lovegreyhounds,Water,Solar,65.1,74.5,69.8,29,15,14,0.517,5,11812,29,18,46,89,32.58%,407.31,1.00,0.62,1.59,3.07,6,3,2,8,21,26
Veteran,RSC005758,ghostsynn.,Typhoons,Solar,71.2,66.6,68.9,29,18,11,0.621,7,10899,23,17,41,90,25.56%,375.83,0.79,0.59,1.41,3.10,2,1,2,4,20,25
Veteran,RSC007908,C01E01,Rockin Revenants,Solar,68.5,65.6,67.1,32,16,16,0.500,8,12975,35,12,47,94,37.23%,405.47,1.09,0.38,1.47,2.94,7,2,0,4,23,25
Veteran,RSC006909,Dewby,Singularity,Solar,55.7,77.8,66.7,28,14,14,0.500,4,10799,28,19,37,80,35.00%,385.68,1.00,0.68,1.32,2.86,7,2,0,5,33,24
Veteran,RSC001098,Wafe,Silver Dollar,Solar,70.9,61.3,66.1,38,21,17,0.553,11,15034,32,20,57,107,29.91%,395.63,0.84,0.53,1.50,2.82,7,2,0,7,46,38
Veteran,RSC006424,TTV Ravenshunter,"Azalea
Slots",Lunar,57.8,73.6,65.7,11,4,7,0.364,1,4723,12,5,18,37,32.43%,429.36,1.09,0.45,1.64,3.36,3,0,0,2,5,9
Veteran,RSC005257,P0pfgf,Mosaic Maestros,Solar,58.7,72.2,65.5,33,18,15,0.545,8,12639,26,27,55,106,24.53%,383.00,0.79,0.82,1.67,3.21,9,2,1,8,29,25
Veteran,RSC007655,Dx Geo xD,Water,Solar,64.4,65.9,65.2,30,16,14,0.533,7,11286,30,13,38,89,33.71%,376.20,1.00,0.43,1.27,2.97,5,3,0,2,42,28
Veteran,RSC001203,Clyde,Banshees,Lunar,62.9,66.9,64.9,24,13,11,0.542,4,8663,18,19,35,68,26.47%,360.96,0.75,0.79,1.46,2.83,9,1,1,3,17,15
Veteran,RSC007856,Captain Daddy,Repossessed,Lunar,63.4,64.3,63.8,32,16,16,0.500,6,12171,25,21,54,78,32.05%,380.34,0.78,0.66,1.69,2.44,5,1,1,7,48,29
Veteran,RSC006278,DribblingPenguin,Azalea,Lunar,63.9,61.7,62.8,38,16,22,0.421,6,13925,29,23,60,108,26.85%,366.45,0.76,0.61,1.58,2.84,8,0,2,10,30,46
Veteran,RSC003358,galacticcccc,Rockin Revenants,Solar,53.4,72.1,62.8,4,2,2,0.500,1,1601,5,3,3,15,33.33%,400.25,1.25,0.75,0.75,3.75,1,1,0,0,1,2
Veteran,RSC008007,Frog_Boot,Folks,Lunar,67.3,57.8,62.5,38,19,19,0.500,13,14776,31,18,62,106,29.25%,388.84,0.82,0.47,1.63,2.79,9,1,0,9,36,49
Veteran,RSC001118,azurified,Banshees,Lunar,60.8,63.8,62.3,40,20,20,0.500,7,14654,41,20,47,119,34.45%,366.35,1.03,0.50,1.18,2.98,6,3,0,3,29,32
Veteran,RSC007855,Dub_Dill,Legati,Lunar,48.8,75.6,62.2,28,20,8,0.714,2,9704,24,26,26,77,31.17%,346.57,0.86,0.93,0.93,2.75,5,3,1,3,19,14
Veteran,RSC004109,Hawkish,Werewolves,Solar,59.2,64.8,62.0,35,15,20,0.429,8,13825,36,20,49,112,32.14%,395.00,1.03,0.57,1.40,3.20,10,3,0,6,28,44
Veteran,RSC002937,SirTommyNoble,Kirin,Solar,60.0,63.8,61.9,40,20,20,0.500,6,15215,28,30,60,109,25.69%,380.38,0.70,0.75,1.50,2.73,3,2,1,10,45,42
Veteran,RSC005212,crackdragon,Grizzly Bears,Lunar,58.9,64.2,61.6,26,16,10,0.615,4,9794,25,13,30,82,30.49%,376.69,0.96,0.50,1.15,3.15,7,1,0,2,21,28
Veteran,RSC006140,Jay_Kay99,Blacksmiths,Solar,57.6,65.2,61.4,40,21,19,0.525,9,14519,38,23,51,110,34.55%,362.98,0.95,0.58,1.28,2.75,6,4,1,5,52,36
Veteran,RSC006992,Dxso.,"Kirin
Possessed",Solar,64.6,57.4,61.0,24,11,13,0.458,5,8893,21,13,32,67,31.34%,370.54,0.88,0.54,1.33,2.79,5,1,1,3,27,11
Veteran,RSC002780,Lickadoss77,Water,Solar,53.5,67.5,60.5,38,21,17,0.553,7,13255,29,30,43,102,28.43%,348.82,0.76,0.79,1.13,2.68,7,2,3,4,34,25
Veteran,RSC006836,BawaRL,Silver Dollar,Solar,57.7,63.3,60.5,20,9,11,0.450,3,7435,16,13,28,61,26.23%,371.75,0.80,0.65,1.40,3.05,4,1,1,5,21,31
Veteran,RSC004165,Absolutely TOR,Rulers,Lunar,53.4,67.3,60.4,25,18,7,0.720,4,9319,20,20,39,55,36.36%,372.76,0.80,0.80,1.56,2.20,8,0,3,3,27,27
Veteran,RSC000960,Catlas,Paradox Paloma,Solar,54.2,66.2,60.2,40,26,14,0.650,7,14938,28,32,67,115,24.35%,373.45,0.70,0.80,1.68,2.88,9,2,1,7,67,41
Veteran,RSC007954,Killer,Makos,Solar,58.2,62.1,60.1,36,19,17,0.528,8,13569,24,23,57,108,22.22%,376.92,0.67,0.64,1.58,3.00,10,1,0,7,38,38
Veteran,RSC001074,Sabre,Giraffes,Lunar,42.3,77.9,60.1,4,2,2,0.500,0,1591,5,4,7,9,55.56%,397.75,1.25,1.00,1.75,2.25,2,0,0,1,4,2
Veteran,RSC005490,iProfessorEx,Repossessed,Lunar,64.7,55.3,60.0,24,12,12,0.500,8,9640,19,8,48,65,29.23%,401.67,0.79,0.33,2.00,2.71,2,1,0,10,9,24
Veteran,RSC007817,HiChew.RL,Dog Fighters,Lunar,58.4,61.0,59.7,32,19,13,0.594,3,11660,15,27,51,81,18.52%,364.38,0.47,0.84,1.59,2.53,4,0,1,7,22,40
Veteran,RSC003789,monterszn,Merciless Mob,Lunar,65.8,53.3,59.6,36,18,18,0.500,6,13844,18,27,74,74,24.32%,384.56,0.50,0.75,2.06,2.06,9,1,0,11,34,33
Veteran,RSC003272,jknop2,Singularity,Solar,54.4,64.3,59.4,36,20,16,0.556,8,13824,21,26,67,89,23.60%,384.00,0.58,0.72,1.86,2.47,4,0,2,10,52,28
Veteran,RSC005048,heyzisthename11,Gorillas,Solar,49.9,68.4,59.1,40,24,16,0.600,4,13611,25,40,48,100,25.00%,340.28,0.63,1.00,1.20,2.50,5,2,3,4,37,39
Veteran,RSC007900,Car.,Supernova,Solar,59.9,57.2,58.6,16,6,10,0.375,3,5906,13,9,17,49,26.53%,369.13,0.81,0.56,1.06,3.06,5,2,0,2,17,8
Veteran,RSC006060,WP_Merciless,Rulers,Lunar,61.7,54.7,58.2,30,16,14,0.533,5,11695,26,10,53,85,30.59%,389.83,0.87,0.33,1.77,2.83,5,2,0,6,20,30
Veteran,RSC000767,Tragic,Gouda Gangsters,Lunar,52.4,63.9,58.1,31,13,18,0.419,3,11205,29,21,31,84,34.52%,361.45,0.94,0.68,1.00,2.71,8,1,2,1,39,24
Veteran,RSC003405,Shai,"Werewolves
Possessed",Solar,51.6,64.6,58.1,19,9,10,0.474,4,6724,21,9,22,52,40.38%,353.89,1.11,0.47,1.16,2.74,2,3,0,3,22,30
Veteran,RSC007936,Crazics,Gouda Gangsters,Lunar,55.8,59.1,57.4,33,13,20,0.394,5,11376,25,23,42,97,25.77%,344.73,0.76,0.70,1.27,2.94,11,0,0,4,28,29
Veteran,RSC006869,Flurry ^-^,Dump Trucks,Lunar,58.4,55.6,57.0,27,10,17,0.370,7,8888,22,14,29,72,30.56%,329.19,0.81,0.52,1.07,2.67,5,2,0,2,9,24
Veteran,RSC000278,Tinsel,Peppermint,Solar,53.3,60.6,57.0,17,5,12,0.294,1,6535,14,13,23,52,26.92%,384.41,0.82,0.76,1.35,3.06,4,0,0,2,20,21
Veteran,RSC007237,FuDaah,Typhoons,Solar,51.7,61.5,56.6,29,15,14,0.517,6,10042,22,15,45,88,25.00%,346.28,0.76,0.52,1.55,3.03,5,2,0,7,46,35
Veteran,RSC007301,DeathFletch,Azalea,Lunar,54.2,58.6,56.4,30,14,16,0.467,5,10018,23,19,29,76,30.26%,333.93,0.77,0.63,0.97,2.53,4,2,1,3,38,25
Veteran,RSC007383,ttv. blestbb,Gouda Gangsters,Lunar,55.4,56.8,56.1,34,14,20,0.412,6,12052,25,22,45,100,25.00%,354.47,0.74,0.65,1.32,2.94,7,2,0,5,27,34
Veteran,RSC002760,gcol,Kirin,Solar,48.7,63.1,55.9,40,20,20,0.500,4,14348,36,26,54,98,36.73%,358.70,0.90,0.65,1.35,2.45,7,2,2,4,28,37
Veteran,RSC007512,BigGreenRL,Banshees,Lunar,55.9,54.4,55.2,36,19,17,0.528,6,13454,32,16,51,89,35.96%,373.72,0.89,0.44,1.42,2.47,7,3,0,7,44,39
Veteran,RSC007437,luckyy.12,Mellow Fellows,Lunar,56.6,53.5,55.1,36,14,22,0.389,6,13037,18,27,63,92,19.57%,362.14,0.50,0.75,1.75,2.56,6,0,1,8,35,29
Veteran,RSC005088,Thirteen,Repossessed,Lunar,46.4,63.1,54.7,26,17,9,0.654,2,8595,20,19,23,68,29.41%,330.58,0.77,0.73,0.88,2.62,4,0,2,2,17,30
Veteran,RSC002917,Arbartenn,Grizzly Bears,Lunar,46.1,62.7,54.4,32,20,12,0.625,4,11179,23,26,39,85,27.06%,349.34,0.72,0.81,1.22,2.66,9,1,0,2,36,36
Veteran,RSC007760,BossMan,Blacksmiths,Solar,48.6,59.9,54.2,36,20,16,0.556,8,11857,33,18,39,109,30.28%,329.36,0.92,0.50,1.08,3.03,4,3,2,2,48,28
Veteran,RSC006315,BIGbadBULLMAN13,Singularity,Solar,49.1,58.6,53.8,24,14,10,0.583,5,8719,17,14,41,57,29.82%,363.29,0.71,0.58,1.71,2.38,5,1,0,7,40,25
Veteran,RSC000550,ARJ,Giraffes,Lunar,50.2,57.2,53.7,36,17,19,0.472,7,12729,30,23,45,89,33.71%,353.58,0.83,0.64,1.25,2.47,9,2,0,5,33,20
Veteran,RSC001954,Kiwi,"Supernova
Dump Trucks",Solar,53.5,53.7,53.6,16,6,10,0.375,2,5406,14,10,16,27,51.85%,337.88,0.88,0.63,1.00,1.69,2,2,1,2,17,13
Veteran,RSC007504,Percussive3260,Dread,Lunar,57.8,48.9,53.4,36,13,23,0.361,5,12761,24,21,50,94,25.53%,354.47,0.67,0.58,1.39,2.61,4,1,1,6,34,42
Veteran,RSC000926,SlmRnchr,Silver Dollar,Solar,48.9,57.5,53.2,32,21,11,0.656,6,10419,29,18,34,77,37.66%,325.59,0.91,0.56,1.06,2.41,6,2,0,3,11,40
Veteran,RSC005210,baldmanstreamer,Merciless Mob,Lunar,53.7,52.0,52.8,23,10,13,0.435,5,7876,20,10,31,55,36.36%,342.43,0.87,0.43,1.35,2.39,3,0,0,4,15,27
Veteran,RSC003830,bradyK-,Makos,Solar,41.8,63.3,52.5,40,22,18,0.550,7,13672,32,28,42,100,32.00%,341.80,0.80,0.70,1.05,2.50,9,3,1,3,31,25
Veteran,RSC007207,.S,Slots,Lunar,48.5,54.1,51.3,36,14,22,0.389,8,13465,31,19,42,109,28.44%,374.03,0.86,0.53,1.17,3.03,9,2,0,4,17,31
Veteran,RSC006427,NukeTech96,Mosaic Maestros,Solar,44.0,58.1,51.0,33,18,15,0.545,4,12049,33,15,40,95,34.74%,365.12,1.00,0.45,1.21,2.88,7,2,0,2,44,33
Veteran,RSC006000,janixity.,Grizzly Bears,Lunar,49.5,52.1,50.8,32,18,14,0.563,6,11979,26,15,54,87,29.89%,374.34,0.81,0.47,1.69,2.72,9,1,0,6,49,21
Veteran,RSC000023,n0maa,Water,Solar,39.2,62.2,50.7,4,1,3,0.250,0,1402,1,5,7,13,7.69%,350.50,0.25,1.25,1.75,3.25,0,0,0,1,2,1
Veteran,RSC007888,SejRL,Supernova,Solar,50.5,50.3,50.4,39,14,25,0.359,6,14424,31,24,61,86,36.05%,369.85,0.79,0.62,1.56,2.21,8,2,1,11,43,37
Veteran,RSC004220,Logixaal,Typhoons,Solar,46.5,53.7,50.1,23,14,9,0.609,2,7210,17,14,23,50,34.00%,313.48,0.74,0.61,1.00,2.17,2,0,1,3,25,25
Veteran,RSC007024,zSmyte.,Giraffes,Lunar,49.7,50.2,49.9,31,15,16,0.484,4,10357,19,22,45,70,27.14%,334.10,0.61,0.71,1.45,2.26,9,1,1,3,29,20
Veteran,RSC007688,Yami ^^,Typhoons,Solar,45.9,53.4,49.6,39,22,17,0.564,8,12517,28,21,44,102,27.45%,320.95,0.72,0.54,1.13,2.62,5,2,0,4,56,33
Veteran,RSC005655,oneplayamaker,Paradox Paloma,Solar,43.5,55.4,49.5,24,18,6,0.750,5,8281,19,14,30,66,28.79%,345.04,0.79,0.58,1.25,2.75,4,1,0,4,18,26
Veteran,RSC007115,Zoomin,Legati,Lunar,38.2,56.8,47.5,29,17,12,0.586,7,10729,24,20,40,63,38.10%,369.97,0.83,0.69,1.38,2.17,2,2,2,4,32,28
Veteran,RSC006320,Escape_Plan,Singularity,Solar,42.5,52.6,47.5,32,18,14,0.563,5,11039,27,13,42,85,31.76%,344.97,0.84,0.41,1.31,2.66,4,2,0,5,27,25
Veteran,RSC006290,Dirt D Dan,Blacksmiths,Solar,44.3,48.7,46.5,40,21,19,0.525,4,13186,27,23,46,99,27.27%,329.65,0.68,0.58,1.15,2.48,9,0,0,4,24,43
Veteran,RSC002209,Panick,Repossessed,Lunar,41.9,50.1,46.0,38,21,17,0.553,6,11589,25,21,33,105,23.81%,304.97,0.66,0.55,0.87,2.76,6,5,0,3,51,29
Veteran,RSC003904,Tyyphoon454,Giraffes,Lunar,46.3,44.8,45.5,30,16,14,0.533,5,10225,24,10,44,91,26.37%,340.83,0.80,0.33,1.47,3.03,7,2,0,7,77,18
Veteran,RSC006885,ski,Dread,Lunar,46.4,44.3,45.4,19,9,10,0.474,3,6693,13,10,26,46,28.26%,352.26,0.68,0.53,1.37,2.42,4,0,0,3,10,14
Veteran,RSC007231,BlitzzyG,Silver Dollar,Solar,44.9,44.6,44.7,24,14,10,0.583,2,7580,13,17,26,46,28.26%,315.83,0.54,0.71,1.08,1.92,2,1,1,2,41,40
Veteran,RSC006613,steel.reserve,Dog Fighters,Lunar,41.2,47.7,44.4,27,15,12,0.556,5,9347,24,11,38,63,38.10%,346.19,0.89,0.41,1.41,2.33,5,1,0,4,20,24
Veteran,RSC002730,AquaP,Merciless Mob,Lunar,39.5,49.0,44.3,16,8,8,0.500,3,5024,13,9,13,35,37.14%,314.00,0.81,0.56,0.81,2.19,3,1,0,0,9,19
Veteran,RSC000601,Bxffledd,"Folks
Supernova",Solar,41.3,44.5,42.9,6,3,3,0.500,1,2238,6,2,9,16,37.50%,373.00,1.00,0.33,1.50,2.67,0,0,0,0,7,7
Veteran,RSC004229,ImNotDotey,Werewolves,Solar,38.4,46.9,42.6,28,11,17,0.393,4,9282,21,18,35,70,30.00%,331.50,0.75,0.64,1.25,2.50,6,1,0,4,28,22
Veteran,RSC005246,Irishhhh,Mosaic Maestros,Solar,36.9,44.5,40.7,31,17,14,0.548,6,10687,24,13,42,88,27.27%,344.74,0.77,0.42,1.35,2.84,7,1,1,6,40,34
Veteran,RSC007479,Metatonixz,Folks,Lunar,39.7,41.7,40.7,39,19,20,0.487,6,12806,26,19,45,84,30.95%,328.36,0.67,0.49,1.15,2.15,4,1,0,5,36,35
Veteran,RSC002668,Azorh <3,Peppermint,Solar,40.7,40.4,40.6,30,13,17,0.433,3,10555,18,19,48,75,24.00%,351.83,0.60,0.63,1.60,2.50,7,0,0,9,14,36
Veteran,RSC005505,The_Wheelman_95,Penguins,Solar,35.5,45.6,40.6,17,10,7,0.588,3,5604,11,9,25,35,31.43%,329.65,0.65,0.53,1.47,2.06,3,0,0,3,48,10
Veteran,RSC000156,Drupenson,Water,Solar,46.0,34.8,40.4,6,2,4,0.333,0,1822,7,0,3,17,41.18%,303.67,1.17,,0.50,2.83,0,1,0,0,8,10
Veteran,RSC004385,Braybaum02,Peppermint,Solar,37.0,43.2,40.1,35,14,21,0.400,7,12638,35,14,47,76,46.05%,361.09,1.00,0.40,1.34,2.17,5,5,0,5,25,41
Veteran,RSC007995,Tylanz,Cannoli,Lunar,30.1,50.0,40.1,38,22,16,0.579,3,11892,23,26,42,89,25.84%,312.95,0.61,0.68,1.11,2.34,7,0,1,3,67,29
Veteran,RSC001612,Reverse Fridge,Mellow Fellows,Lunar,40.5,39.5,40.0,27,11,16,0.407,4,8515,21,7,28,70,30.00%,315.37,0.78,0.26,1.04,2.59,2,1,0,1,24,32
Veteran,RSC006128,anth0tex,Azalea,Lunar,35.4,42.8,39.1,31,14,17,0.452,3,10310,26,9,45,81,32.10%,332.58,0.84,0.29,1.45,2.61,3,2,0,6,15,36
Veteran,RSC003746,archhie.,Giraffes,Lunar,51.0,25.1,38.0,4,1,3,0.250,0,1459,2,1,9,8,25.00%,364.75,0.50,0.25,2.25,2.00,0,0,0,1,3,1
Veteran,RSC006700,Terx,Penguins,Solar,32.2,43.2,37.7,40,25,15,0.625,2,11141,20,25,42,90,22.22%,278.53,0.50,0.63,1.05,2.25,7,1,0,2,38,35
Veteran,RSC007607,GameGang,Rockin Revenants,Solar,30.5,43.4,37.0,36,18,18,0.500,4,10394,19,26,33,83,22.89%,288.72,0.53,0.72,0.92,2.31,8,0,2,2,37,33
Veteran,RSC007610,Halibut907,Dump Trucks,Lunar,41.6,32.3,37.0,40,13,27,0.325,2,14091,24,16,70,72,33.33%,352.28,0.60,0.40,1.75,1.80,3,1,0,11,27,51
Veteran,RSC007625,assassin_funny.,Mellow Fellows,Lunar,34.3,39.5,36.9,5,1,4,0.200,0,1712,3,3,7,15,20.00%,342.40,0.60,0.60,1.40,3.00,1,0,0,1,2,4
Veteran,RSC002747,derrrrrrrrp,Folks,Lunar,30.2,41.7,35.9,17,9,8,0.529,0,5379,13,6,25,43,30.23%,316.41,0.76,0.35,1.47,2.53,2,0,0,4,20,20
Veteran,RSC007795,Gizmeaux,Gouda Gangsters,Lunar,33.4,36.3,34.9,18,6,12,0.333,1,5811,14,9,19,41,34.15%,322.83,0.78,0.50,1.06,2.28,3,1,1,3,22,16
Veteran,RSC000625,Sly,Rulers,Lunar,23.7,45.7,34.7,25,14,11,0.560,1,7152,14,18,23,44,31.82%,286.08,0.56,0.72,0.92,1.76,3,1,1,1,16,27
Veteran,RSC006531,Corners-,Dog Fighters,Lunar,29.9,38.0,34.0,4,1,3,0.250,0,1044,2,3,2,12,16.67%,261.00,0.50,0.75,0.50,3.00,0,0,0,0,2,4
Veteran,RSC000698,Inedibledeer,Werewolves,Solar,30.6,36.6,33.6,11,6,5,0.545,0,3458,8,4,11,32,25.00%,314.36,0.73,0.36,1.00,2.91,0,1,0,1,6,4
Veteran,RSC004094,Moxen,Paradox Paloma,Solar,24.1,42.4,33.2,16,8,8,0.500,1,4978,13,6,16,42,30.95%,311.13,0.81,0.38,1.00,2.63,1,1,1,2,16,8
Veteran,RSC001487,M1ke1sMy1ke,Dump Trucks,Lunar,35.6,30.0,32.8,35,12,23,0.343,3,10998,17,17,52,72,23.61%,314.23,0.49,0.49,1.49,2.06,4,1,0,6,54,47
Veteran,RSC004859,LowFadeEnthusiast,Dog Fighters,Lunar,24.8,40.4,32.6,8,5,3,0.625,1,2265,6,2,7,19,31.58%,283.13,0.75,0.25,0.88,2.38,1,0,0,0,26,15
Veteran,RSC004332,FriendBrady,Makos,Solar,14.1,50.7,32.4,5,3,2,0.600,0,1343,3,4,4,13,23.08%,268.60,0.60,0.80,0.80,2.60,1,1,0,0,2,2
Veteran,RSC003416,DrSkimMilk,Merciless Mob,Lunar,31.0,32.6,31.8,33,18,15,0.545,4,9532,25,8,35,80,31.25%,288.85,0.76,0.24,1.06,2.42,5,0,0,4,18,43
Veteran,RSC007510,Faolaen,Dread,Lunar,37.3,24.5,30.9,24,8,16,0.333,2,7746,13,7,37,52,25.00%,322.75,0.54,0.29,1.54,2.17,3,1,0,5,12,28
Veteran,RSC004239,Nitro,Slots,Lunar,28.1,33.3,30.7,35,14,21,0.400,2,11459,21,16,60,91,23.08%,327.40,0.60,0.46,1.71,2.60,3,1,1,10,22,36
Veteran,RSC001007,Tdeez,Supernova,Solar,24.6,33.4,29.0,26,8,18,0.308,1,8528,21,11,40,56,37.50%,328.00,0.81,0.42,1.54,2.15,4,0,0,4,27,21
Veteran,RSC000796,hoyci,Dread,Lunar,27.8,29.4,28.6,21,7,14,0.333,3,6055,14,10,23,41,34.15%,288.33,0.67,0.48,1.10,1.95,1,0,0,1,12,12
Veteran,RSC005960,Hyper,Possessed,Solar,27.9,26.9,27.4,12,4,8,0.333,1,3705,3,9,20,24,12.50%,308.75,0.25,0.75,1.67,2.00,1,0,1,3,6,11
Veteran,RSC007036,PoiisonDeath,"Silver Dollar
Azalea",Lunar,25.5,26.7,26.1,7,2,5,0.286,1,2025,4,3,8,9,44.44%,289.29,0.57,0.43,1.14,1.29,1,0,0,1,7,11
Veteran,RSC003887,Cundy,Possessed,Solar,26.4,24.8,25.6,29,9,20,0.310,3,7941,10,18,27,62,16.13%,273.83,0.34,0.62,0.93,2.14,0,0,1,3,16,37
Veteran,RSC007825,Acryonix,Slots,Lunar,12.0,36.2,24.1,8,4,4,0.500,1,2716,8,1,11,18,44.44%,339.50,1.00,0.13,1.38,2.25,1,1,0,1,6,10
Veteran,RSC003250,Chefty,Werewolves,Solar,24.0,23.4,23.7,39,17,22,0.436,2,12368,18,19,57,86,20.93%,317.13,0.46,0.49,1.46,2.21,7,0,1,7,28,53
Veteran,RSC007443,Allusion.-.,"Possessed
Kirin
Giraffes",Solar,32.9,14.0,23.5,14,4,10,0.286,2,4033,8,4,19,24,33.33%,288.07,0.57,0.29,1.36,1.71,2,1,0,2,8,15
Veteran,RSC007327,JustAChillGuyONG,Slots,Lunar,20.4,25.8,23.1,22,7,15,0.318,2,6894,16,6,29,53,30.19%,313.36,0.73,0.27,1.32,2.41,0,0,0,5,12,15
Veteran,RSC007187,Evil Gooby,Mellow Fellows,Lunar,23.9,20.9,22.4,36,14,22,0.389,2,11110,19,10,56,71,26.76%,308.61,0.53,0.28,1.56,1.97,5,0,0,6,59,35
Veteran,RSC007991,TTV 50D Drew,Dump Trucks,Lunar,21.7,20.7,21.2,10,2,8,0.200,1,2973,6,3,14,22,27.27%,297.30,0.60,0.30,1.40,2.20,1,1,0,1,7,8
Veteran,RSC003104,nizz,Folks,Lunar,22.0,19.3,20.7,23,9,14,0.391,0,6161,11,7,30,51,21.57%,267.87,0.48,0.30,1.30,2.22,4,0,0,1,9,34
Veteran,RSC005555,iviGhost,Giraffes,Lunar,12.9,25.2,19.0,4,1,3,0.250,1,1240,3,1,6,6,50.00%,310.00,0.75,0.25,1.50,1.50,0,0,0,1,5,3
Veteran,RSC008028,krozex.,Gouda Gangsters,Lunar,18.6,18.4,18.5,4,2,2,0.500,1,1099,1,2,4,7,14.29%,274.75,0.25,0.50,1.00,1.75,1,0,0,1,4,9
Veteran,RSC000367,Pana,Supernova,Solar,22.6,11.2,16.9,24,7,17,0.292,1,7364,10,8,43,51,19.61%,306.83,0.42,0.33,1.79,2.13,1,1,0,7,19,17
Veteran,RSC007720,trock,Dread,Lunar,15.8,17.7,16.8,4,2,2,0.500,0,1022,1,2,6,6,16.67%,255.50,0.25,0.50,1.50,1.50,0,0,0,1,4,3
